SN,District,Administrative Division,Position,Ward,Age,Gender,Party,Votes,Status
4,Rukum (East),Sisne Rural Municipality,Ward Member,1,39,F,Communist Party of Nepal (Maoist Centre),351,Elected
5,Rukum (East),Sisne Rural Municipality,Ward Member,1,41,M,Communist Party of Nepal (Maoist Centre),348,Elected
6,Rukum (East),Sisne Rural Municipality,Female Ward Member,1,30,F,Communist Party of Nepal (Maoist Centre),353,Elected
7,Rukum (East),Sisne Rural Municipality,Dalit Female Ward Member,1,45,F,Communist Party of Nepal (Maoist Centre),352,Elected
8,Rukum (East),Sisne Rural Municipality,Ward President,2,26,M,Communist Party of Nepal (Maoist Centre),423,Elected
9,Rukum (East),Sisne Rural Municipality,Ward Member,2,52,M,Communist Party of Nepal (Maoist Centre),425,Elected
10,Rukum (East),Sisne Rural Municipality,Ward Member,2,40,F,Communist Party of Nepal (Maoist Centre),424,Elected
11,Rukum (East),Sisne Rural Municipality,Female Ward Member,2,43,F,Communist Party of Nepal (Maoist Centre),428,Elected
12,Rukum (East),Sisne Rural Municipality,Dalit Female Ward Member,2,34,F,Communist Party of Nepal (Maoist Centre),429,Elected
13,Rukum (East),Sisne Rural Municipality,Ward President,3,52,M,Nepali Congress,363,Elected
14,Rukum (East),Sisne Rural Municipality,Ward Member,3,60,M,Nepali Congress,382,Elected
15,Rukum (East),Sisne Rural Municipality,Ward Member,3,39,M,Nepali Congress,377,Elected
16,Rukum (East),Sisne Rural Municipality,Female Ward Member,3,30,F,Nepali Congress,391,Elected
17,Rukum (East),Sisne Rural Municipality,Dalit Female Ward Member,3,29,F,Nepali Congress,384,Elected
18,Rukum (East),Sisne Rural Municipality,Ward President,4,46,M,Communist Party of Nepal (UML),361,Elected
19,Rukum (East),Sisne Rural Municipality,Ward Member,4,52,M,Communist Party of Nepal (UML),351,Elected
20,Rukum (East),Sisne Rural Municipality,Ward Member,4,38,M,Communist Party of Nepal (UML),335,Elected
21,Rukum (East),Sisne Rural Municipality,Female Ward Member,4,26,F,Communist Party of Nepal (UML),360,Elected
22,Rukum (East),Sisne Rural Municipality,Dalit Female Ward Member,4,29,F,Communist Party of Nepal (UML),358,Elected
23,Rukum (East),Sisne Rural Municipality,Ward President,5,45,M,Communist Party of Nepal (Maoist Centre),592,Elected
24,Rukum (East),Sisne Rural Municipality,Ward Member,5,54,M,Communist Party of Nepal (Maoist Centre),622,Elected
25,Rukum (East),Sisne Rural Municipality,Ward Member,5,30,M,Communist Party of Nepal (Maoist Centre),613,Elected
26,Rukum (East),Sisne Rural Municipality,Female Ward Member,5,42,F,Communist Party of Nepal (Maoist Centre),643,Elected
27,Rukum (East),Sisne Rural Municipality,Dalit Female Ward Member,5,31,F,Communist Party of Nepal (Maoist Centre),631,Elected
28,Rukum (East),Sisne Rural Municipality,Ward President,6,39,M,Communist Party of Nepal (Maoist Centre),470,Elected
29,Rukum (East),Sisne Rural Municipality,Ward Member,6,58,M,Communist Party of Nepal (UML),485,Elected
30,Rukum (East),Sisne Rural Municipality,Ward Member,6,50,M,Communist Party of Nepal (UML),469,Elected
31,Rukum (East),Sisne Rural Municipality,Female Ward Member,6,46,F,Communist Party of Nepal (UML),475,Elected
32,Rukum (East),Sisne Rural Municipality,Dalit Female Ward Member,6,53,F,Communist Party of Nepal (UML),486,Elected
33,Rukum (East),Sisne Rural Municipality,Ward President,7,50,M,Communist Party of Nepal (Maoist Centre),298,Elected
34,Rukum (East),Sisne Rural Municipality,Ward Member,7,30,M,Communist Party of Nepal (Maoist Centre),301,Elected
35,Rukum (East),Sisne Rural Municipality,Ward Member,7,64,M,Communist Party of Nepal (Maoist Centre),298,Elected
36,Rukum (East),Sisne Rural Municipality,Female Ward Member,7,36,F,Communist Party of Nepal (Maoist Centre),293,Elected
37,Rukum (East),Sisne Rural Municipality,Dalit Female Ward Member,7,47,F,Communist Party of Nepal (Maoist Centre),302,Elected
38,Rukum (East),Sisne Rural Municipality,Ward President,8,30,M,Communist Party of Nepal (Maoist Centre),548,Elected
39,Rukum (East),Sisne Rural Municipality,Ward Member,8,27,M,Communist Party of Nepal (Maoist Centre),541,Elected
40,Rukum (East),Sisne Rural Municipality,Ward Member,8,53,M,Communist Party of Nepal (Maoist Centre),521,Elected
41,Rukum (East),Sisne Rural Municipality,Female Ward Member,8,46,F,Communist Party of Nepal (Maoist Centre),543,Elected
42,Rukum (East),Sisne Rural Municipality,Dalit Female Ward Member,8,39,F,Communist Party of Nepal (Maoist Centre),541,Elected
1,Rolpa,Tribeni Rural Municipality,Mayor,  ,48,M,Communist Party of Nepal (UML),3333,Elected
2,Rolpa,Tribeni Rural Municipality,Vice-Mayor,  ,40,F,Communist Party of Nepal (UML),3314,Elected
3,Rolpa,Tribeni Rural Municipality,Ward President,1,35,M,Communist Party of Nepal (Maoist Centre),386,Elected
4,Rolpa,Tribeni Rural Municipality,Ward Member,1,41,M,Communist Party of Nepal (Maoist Centre),385,Elected
5,Rolpa,Tribeni Rural Municipality,Ward Member,1,32,M,Communist Party of Nepal (Maoist Centre),370,Elected
6,Rolpa,Tribeni Rural Municipality,Female Ward Member,1,35,F,Communist Party of Nepal (Maoist Centre),387,Elected
7,Rolpa,Tribeni Rural Municipality,Dalit Female Ward Member,1,40,F,Communist Party of Nepal (Maoist Centre),385,Elected
8,Rolpa,Tribeni Rural Municipality,Ward President,2,53,M,Communist Party of Nepal (UML),1015,Elected
9,Rolpa,Tribeni Rural Municipality,Ward Member,2,30,M,Communist Party of Nepal (UML),994,Elected
10,Rolpa,Tribeni Rural Municipality,Ward Member,2,40,M,Communist Party of Nepal (UML),983,Elected
11,Rolpa,Tribeni Rural Municipality,Female Ward Member,2,42,F,Communist Party of Nepal (UML),1005,Elected
12,Rolpa,Tribeni Rural Municipality,Dalit Female Ward Member,2,38,F,Communist Party of Nepal (UML),1010,Elected
13,Rolpa,Tribeni Rural Municipality,Ward President,3,46,M,Communist Party of Nepal (UML),374,Elected
14,Rolpa,Tribeni Rural Municipality,Ward Member,3,40,M,Communist Party of Nepal (UML),358,Elected
15,Rolpa,Tribeni Rural Municipality,Ward Member,3,41,M,Communist Party of Nepal (UML),328,Elected
16,Rolpa,Tribeni Rural Municipality,Female Ward Member,3,23,F,Communist Party of Nepal (UML),315,Elected
17,Rolpa,Tribeni Rural Municipality,Dalit Female Ward Member,3,56,F,Communist Party of Nepal (UML),324,Elected
18,Rolpa,Tribeni Rural Municipality,Ward President,4,48,M,Communist Party of Nepal (Maoist Centre),622,Elected
19,Rolpa,Tribeni Rural Municipality,Ward Member,4,39,M,Communist Party of Nepal (Maoist Centre),623,Elected
20,Rolpa,Tribeni Rural Municipality,Ward Member,4,41,M,Communist Party of Nepal (Maoist Centre),615,Elected
21,Rolpa,Tribeni Rural Municipality,Female Ward Member,4,35,F,Communist Party of Nepal (Maoist Centre),624,Elected
22,Rolpa,Tribeni Rural Municipality,Dalit Female Ward Member,4,34,F,Communist Party of Nepal (Maoist Centre),633,Elected
23,Rolpa,Tribeni Rural Municipality,Ward President,5,45,M,Communist Party of Nepal (UML),496,Elected
24,Rolpa,Tribeni Rural Municipality,Ward Member,5,46,M,Communist Party of Nepal (UML),484,Elected
25,Rolpa,Tribeni Rural Municipality,Ward Member,5,48,M,Communist Party of Nepal (UML),480,Elected
26,Rolpa,Tribeni Rural Municipality,Female Ward Member,5,41,F,Communist Party of Nepal (UML),485,Elected
27,Rolpa,Tribeni Rural Municipality,Dalit Female Ward Member,5,51,F,Communist Party of Nepal (UML),491,Elected
28,Rolpa,Tribeni Rural Municipality,Ward President,6,42,M,Nepali Congress,440,Elected
29,Rolpa,Tribeni Rural Municipality,Ward Member,6,43,M,Nepali Congress,389,Elected
30,Rolpa,Tribeni Rural Municipality,Ward Member,6,57,M,Nepali Congress,326,Elected
31,Rolpa,Tribeni Rural Municipality,Female Ward Member,6,47,F,Nepali Congress,404,Elected
32,Rolpa,Tribeni Rural Municipality,Dalit Female Ward Member,6,27,F,Nepali Congress,389,Elected
33,Rolpa,Tribeni Rural Municipality,Ward President,7,32,M,Communist Party of Nepal (UML),778,Elected
34,Rolpa,Tribeni Rural Municipality,Ward Member,7,40,M,Communist Party of Nepal (Maoist Centre),791,Elected
35,Rolpa,Tribeni Rural Municipality,Ward Member,7,55,M,Communist Party of Nepal (Maoist Centre),783,Elected
36,Rolpa,Tribeni Rural Municipality,Female Ward Member,7,28,F,Communist Party of Nepal (UML),790,Elected
37,Rolpa,Tribeni Rural Municipality,Dalit Female Ward Member,7,27,F,Communist Party of Nepal (UML),779,Elected
1,Rolpa,Thawang Rural Municipality,Mayor,  ,44,M,Communist Party of Nepal (Maoist Centre),1990,Elected
2,Rolpa,Thawang Rural Municipality,Vice-Mayor,  ,45,F,Communist Party of Nepal (Maoist Centre),1969,Elected
3,Rolpa,Thawang Rural Municipality,Ward President,1,58,M,Independent,359,Elected
4,Rolpa,Thawang Rural Municipality,Ward Member,1,50,M,Independent,358,Elected
5,Rolpa,Thawang Rural Municipality,Ward Member,1,38,M,Independent,357,Elected
6,Rolpa,Thawang Rural Municipality,Female Ward Member,1,50,F,Independent,346,Elected
7,Rolpa,Thawang Rural Municipality,Dalit Female Ward Member,1,32,F,Independent,354,Elected
8,Rolpa,Thawang Rural Municipality,Ward President,2,32,M,Communist Party of Nepal (Maoist Centre),410,Elected
9,Rolpa,Thawang Rural Municipality,Ward Member,2,32,M,Communist Party of Nepal (Maoist Centre),399,Elected
10,Rolpa,Thawang Rural Municipality,Ward Member,2,30,M,Communist Party of Nepal (Maoist Centre),393,Elected
11,Rolpa,Thawang Rural Municipality,Female Ward Member,2,39,F,Communist Party of Nepal (Maoist Centre),406,Elected
12,Rolpa,Thawang Rural Municipality,Dalit Female Ward Member,2,34,F,Communist Party of Nepal (Maoist Centre),409,Elected
13,Rolpa,Thawang Rural Municipality,Ward President,3,46,M,Communist Party of Nepal (Maoist Centre),702,Elected
14,Rolpa,Thawang Rural Municipality,Ward Member,3,40,M,Communist Party of Nepal (Maoist Centre),701,Elected
15,Rolpa,Thawang Rural Municipality,Ward Member,3,52,M,Communist Party of Nepal (Maoist Centre),693,Elected
16,Rolpa,Thawang Rural Municipality,Female Ward Member,3,41,F,Communist Party of Nepal (Maoist Centre),693,Elected
17,Rolpa,Thawang Rural Municipality,Dalit Female Ward Member,3,33,F,Communist Party of Nepal (Maoist Centre),0,Unopposed
18,Rolpa,Thawang Rural Municipality,Ward President,4,39,M,Communist Party of Nepal (Maoist Centre),280,Elected
19,Rolpa,Thawang Rural Municipality,Ward Member,4,33,M,Communist Party of Nepal (Maoist Centre),291,Elected
20,Rolpa,Thawang Rural Municipality,Ward Member,4,30,M,Communist Party of Nepal (Maoist Centre),283,Elected
21,Rolpa,Thawang Rural Municipality,Female Ward Member,4,50,F,Communist Party of Nepal (Maoist Centre),281,Elected
22,Rolpa,Thawang Rural Municipality,Dalit Female Ward Member,4,37,F,Communist Party of Nepal (Maoist Centre),0,Unopposed
23,Rolpa,Thawang Rural Municipality,Ward President,5,44,M,Communist Party of Nepal (Maoist Centre),287,Elected
24,Rolpa,Thawang Rural Municipality,Ward Member,5,46,M,Communist Party of Nepal (Maoist Centre),283,Elected
25,Rolpa,Thawang Rural Municipality,Ward Member,5,31,M,Communist Party of Nepal (Maoist Centre),277,Elected
26,Rolpa,Thawang Rural Municipality,Female Ward Member,5,26,F,Communist Party of Nepal (Maoist Centre),290,Elected
27,Rolpa,Thawang Rural Municipality,Dalit Female Ward Member,5,32,F,Communist Party of Nepal (Maoist Centre),288,Elected
1,Rolpa,Pariwartan Rural Municipality,Mayor,  ,44,M,Communist Party of Nepal (Maoist Centre),4608,Elected
2,Rolpa,Pariwartan Rural Municipality,Vice-Mayor,  ,31,F,Communist Party of Nepal (Maoist Centre),4608,Elected
3,Rolpa,Pariwartan Rural Municipality,Ward President,1,50,M,Communist Party of Nepal (Maoist Centre),723,Elected
4,Rolpa,Pariwartan Rural Municipality,Ward Member,1,52,M,Communist Party of Nepal (Maoist Centre),763,Elected
5,Rolpa,Pariwartan Rural Municipality,Ward Member,1,33,M,Communist Party of Nepal (Maoist Centre),735,Elected
6,Rolpa,Pariwartan Rural Municipality,Female Ward Member,1,35,F,Communist Party of Nepal (Maoist Centre),720,Elected
7,Rolpa,Pariwartan Rural Municipality,Dalit Female Ward Member,1,51,F,Communist Party of Nepal (Maoist Centre),728,Elected
8,Rolpa,Pariwartan Rural Municipality,Ward President,2,33,M,Communist Party of Nepal (Maoist Centre),1077,Elected
9,Rolpa,Pariwartan Rural Municipality,Ward Member,2,28,M,Communist Party of Nepal (Maoist Centre),1121,Elected
10,Rolpa,Pariwartan Rural Municipality,Ward Member,2,40,M,Communist Party of Nepal (Maoist Centre),1120,Elected
11,Rolpa,Pariwartan Rural Municipality,Female Ward Member,2,26,F,Communist Party of Nepal (Maoist Centre),1104,Elected
12,Rolpa,Pariwartan Rural Municipality,Dalit Female Ward Member,2,27,F,Communist Party of Nepal (Maoist Centre),1126,Elected
13,Rolpa,Pariwartan Rural Municipality,Ward President,3,47,M,Communist Party of Nepal (Maoist Centre),492,Elected
14,Rolpa,Pariwartan Rural Municipality,Ward Member,3,46,M,Communist Party of Nepal (Maoist Centre),523,Elected
15,Rolpa,Pariwartan Rural Municipality,Ward Member,3,31,M,Communist Party of Nepal (Maoist Centre),508,Elected
16,Rolpa,Pariwartan Rural Municipality,Female Ward Member,3,38,F,Communist Party of Nepal (Maoist Centre),503,Elected
17,Rolpa,Pariwartan Rural Municipality,Dalit Female Ward Member,3,31,F,Communist Party of Nepal (Maoist Centre),515,Elected
18,Rolpa,Pariwartan Rural Municipality,Ward President,4,58,M,Communist Party of Nepal (Maoist Centre),896,Elected
19,Rolpa,Pariwartan Rural Municipality,Ward Member,4,28,M,Communist Party of Nepal (Maoist Centre),870,Elected
20,Rolpa,Pariwartan Rural Municipality,Ward Member,4,50,M,Communist Party of Nepal (Maoist Centre),850,Elected
21,Rolpa,Pariwartan Rural Municipality,Female Ward Member,4,27,F,Communist Party of Nepal (Maoist Centre),869,Elected
22,Rolpa,Pariwartan Rural Municipality,Dalit Female Ward Member,4,39,F,Communist Party of Nepal (Maoist Centre),883,Elected
23,Rolpa,Pariwartan Rural Municipality,Ward President,5,39,M,Communist Party of Nepal (Maoist Centre),967,Elected
24,Rolpa,Pariwartan Rural Municipality,Ward Member,5,44,M,Communist Party of Nepal (Maoist Centre),961,Elected
25,Rolpa,Pariwartan Rural Municipality,Ward Member,5,39,M,Communist Party of Nepal (Maoist Centre),948,Elected
26,Rolpa,Pariwartan Rural Municipality,Female Ward Member,5,32,F,Communist Party of Nepal (Maoist Centre),953,Elected
27,Rolpa,Pariwartan Rural Municipality,Dalit Female Ward Member,5,43,F,Communist Party of Nepal (Maoist Centre),972,Elected
28,Rolpa,Pariwartan Rural Municipality,Ward President,6,61,M,Communist Party of Nepal (Maoist Centre),396,Elected
29,Rolpa,Pariwartan Rural Municipality,Ward Member,6,67,M,Communist Party of Nepal (Maoist Centre),401,Elected
30,Rolpa,Pariwartan Rural Municipality,Ward Member,6,31,M,Communist Party of Nepal (Maoist Centre),397,Elected
31,Rolpa,Pariwartan Rural Municipality,Female Ward Member,6,34,F,Communist Party of Nepal (Maoist Centre),393,Elected
32,Rolpa,Pariwartan Rural Municipality,Dalit Female Ward Member,6,23,F,Communist Party of Nepal (Maoist Centre),401,Elected
1,Rolpa,Madi Rural Municipality,Mayor,  ,47,M,Communist Party of Nepal (Maoist Centre),3182,Elected
2,Rolpa,Madi Rural Municipality,Vice-Mayor,  ,45,F,Communist Party of Nepal (Maoist Centre),3251,Elected
3,Rolpa,Madi Rural Municipality,Ward President,1,58,M,Communist Party of Nepal (Maoist Centre),771,Elected
4,Rolpa,Madi Rural Municipality,Ward Member,1,46,M,Communist Party of Nepal (Maoist Centre),733,Elected
5,Rolpa,Madi Rural Municipality,Ward Member,1,37,M,Communist Party of Nepal (Maoist Centre),721,Elected
6,Rolpa,Madi Rural Municipality,Female Ward Member,1,50,F,Communist Party of Nepal (Maoist Centre),763,Elected
7,Rolpa,Madi Rural Municipality,Dalit Female Ward Member,1,35,F,Communist Party of Nepal (Maoist Centre),761,Elected
8,Rolpa,Madi Rural Municipality,Ward President,2,37,M,Communist Party of Nepal (Maoist Centre),478,Elected
9,Rolpa,Madi Rural Municipality,Ward Member,2,29,F,Communist Party of Nepal (Maoist Centre),453,Elected
10,Rolpa,Madi Rural Municipality,Ward Member,2,34,M,Communist Party of Nepal (Maoist Centre),451,Elected
11,Rolpa,Madi Rural Municipality,Female Ward Member,2,37,F,Communist Party of Nepal (Maoist Centre),482,Elected
12,Rolpa,Madi Rural Municipality,Dalit Female Ward Member,2,26,F,Communist Party of Nepal (Maoist Centre),470,Elected
13,Rolpa,Madi Rural Municipality,Ward President,3,38,M,Communist Party of Nepal (Maoist Centre),372,Elected
14,Rolpa,Madi Rural Municipality,Ward Member,3,40,M,Communist Party of Nepal (UML),360,Elected
15,Rolpa,Madi Rural Municipality,Ward Member,3,47,M,Communist Party of Nepal (UML),360,Elected
16,Rolpa,Madi Rural Municipality,Female Ward Member,3,51,F,Communist Party of Nepal (UML),374,Elected
17,Rolpa,Madi Rural Municipality,Dalit Female Ward Member,3,38,F,Communist Party of Nepal (UML),376,Elected
18,Rolpa,Madi Rural Municipality,Ward President,4,63,M,Communist Party of Nepal (UML),363,Elected
19,Rolpa,Madi Rural Municipality,Ward Member,4,38,M,Communist Party of Nepal (UML),340,Elected
20,Rolpa,Madi Rural Municipality,Ward Member,4,40,M,Communist Party of Nepal (UML),331,Elected
21,Rolpa,Madi Rural Municipality,Female Ward Member,4,46,F,Communist Party of Nepal (UML),351,Elected
22,Rolpa,Madi Rural Municipality,Dalit Female Ward Member,4,52,F,Communist Party of Nepal (UML),355,Elected
23,Rolpa,Madi Rural Municipality,Ward President,5,32,M,Communist Party of Nepal (Maoist Centre),821,Elected
24,Rolpa,Madi Rural Municipality,Ward Member,5,58,M,Communist Party of Nepal (Maoist Centre),795,Elected
25,Rolpa,Madi Rural Municipality,Ward Member,5,32,M,Communist Party of Nepal (Maoist Centre),773,Elected
26,Rolpa,Madi Rural Municipality,Female Ward Member,5,24,F,Communist Party of Nepal (Maoist Centre),800,Elected
27,Rolpa,Madi Rural Municipality,Dalit Female Ward Member,5,28,F,Communist Party of Nepal (Maoist Centre),812,Elected
28,Rolpa,Madi Rural Municipality,Ward President,6,46,M,Communist Party of Nepal (Maoist Centre),569,Elected
29,Rolpa,Madi Rural Municipality,Ward Member,6,39,M,Communist Party of Nepal (Maoist Centre),583,Elected
30,Rolpa,Madi Rural Municipality,Ward Member,6,47,M,Communist Party of Nepal (Maoist Centre),578,Elected
31,Rolpa,Madi Rural Municipality,Female Ward Member,6,45,F,Communist Party of Nepal (Maoist Centre),575,Elected
32,Rolpa,Madi Rural Municipality,Dalit Female Ward Member,6,39,F,Communist Party of Nepal (Maoist Centre),582,Elected
1,Rolpa,Runtigadhi Rural Municipality,Mayor,  ,41,M,Communist Party of Nepal (UML),3402,Elected
