SN,Province,District,Administrative Division,Position,Ward,Age,Gender,Party,Vote,Status
1120,Province 2,Siraha,Golbazar Urban Municipality,Ward Member,3,51,M,Communist Party of Nepal (Maoist Centre),861,Elected
1121,Province 2,Siraha,Golbazar Urban Municipality,Female Ward Member,3,49,F,Communist Party of Nepal (Maoist Centre),917,Elected
1122,Province 2,Siraha,Golbazar Urban Municipality,Dalit Female Ward Member,3,37,F,Communist Party of Nepal (Maoist Centre),929,Elected
1123,Province 2,Siraha,Golbazar Urban Municipality,Ward President,4,39,M,Communist Party of Nepal (Maoist Centre),534,Elected
1124,Province 2,Siraha,Golbazar Urban Municipality,Ward Member,4,37,M,Communist Party of Nepal (Maoist Centre),586,Elected
1125,Province 2,Siraha,Golbazar Urban Municipality,Ward Member,4,36,M,Communist Party of Nepal (Maoist Centre),580,Elected
1126,Province 2,Siraha,Golbazar Urban Municipality,Female Ward Member,4,33,F,Communist Party of Nepal (Maoist Centre),602,Elected
1127,Province 2,Siraha,Golbazar Urban Municipality,Dalit Female Ward Member,4,44,F,Communist Party of Nepal (Maoist Centre),596,Elected
1128,Province 2,Siraha,Golbazar Urban Municipality,Ward President,5,52,M,Nepali Congress,344,Elected
1129,Province 2,Siraha,Golbazar Urban Municipality,Ward Member,5,36,M,Nepali Congress,282,Elected
1130,Province 2,Siraha,Golbazar Urban Municipality,Ward Member,5,41,M,Nepali Congress,278,Elected
1131,Province 2,Siraha,Golbazar Urban Municipality,Female Ward Member,5,33,F,Nepali Congress,315,Elected
1132,Province 2,Siraha,Golbazar Urban Municipality,Dalit Female Ward Member,5,54,F,Nepali Congress,303,Elected
1133,Province 2,Siraha,Golbazar Urban Municipality,Ward President,6,52,M,Communist Party of Nepal (Maoist Centre),738,Elected
1134,Province 2,Siraha,Golbazar Urban Municipality,Ward Member,6,43,M,Communist Party of Nepal (Maoist Centre),749,Elected
1135,Province 2,Siraha,Golbazar Urban Municipality,Ward Member,6,53,M,Communist Party of Nepal (Maoist Centre),729,Elected
1136,Province 2,Siraha,Golbazar Urban Municipality,Female Ward Member,6,39,F,Communist Party of Nepal (Maoist Centre),773,Elected
1137,Province 2,Siraha,Golbazar Urban Municipality,Dalit Female Ward Member,6,33,F,Communist Party of Nepal (Maoist Centre),777,Elected
1138,Province 2,Siraha,Golbazar Urban Municipality,Ward President,7,47,M,Communist Party of Nepal (Maoist Centre),548,Elected
1139,Province 2,Siraha,Golbazar Urban Municipality,Ward Member,7,44,M,Communist Party of Nepal (UML),518,Elected
1140,Province 2,Siraha,Golbazar Urban Municipality,Ward Member,7,40,M,Communist Party of Nepal (UML),500,Elected
1141,Province 2,Siraha,Golbazar Urban Municipality,Female Ward Member,7,37,F,Communist Party of Nepal (UML),538,Elected
1142,Province 2,Siraha,Golbazar Urban Municipality,Dalit Female Ward Member,7,53,F,Communist Party of Nepal (UML),499,Elected
1143,Province 2,Siraha,Golbazar Urban Municipality,Ward President,8,41,M,Communist Party of Nepal (Maoist Centre),352,Elected
1144,Province 2,Siraha,Golbazar Urban Municipality,Ward Member,8,37,M,Communist Party of Nepal (Maoist Centre),299,Elected
1145,Province 2,Siraha,Golbazar Urban Municipality,Ward Member,8,35,M,Communist Party of Nepal (Maoist Centre),274,Elected
1146,Province 2,Siraha,Golbazar Urban Municipality,Female Ward Member,8,32,F,Communist Party of Nepal (Maoist Centre),310,Elected
1147,Province 2,Siraha,Golbazar Urban Municipality,Dalit Female Ward Member,8,45,F,Communist Party of Nepal (Maoist Centre),301,Elected
1148,Province 2,Siraha,Golbazar Urban Municipality,Ward President,9,31,M,Communist Party of Nepal (Maoist Centre),394,Elected
1149,Province 2,Siraha,Golbazar Urban Municipality,Ward Member,9,49,M,Communist Party of Nepal (Maoist Centre),379,Elected
1150,Province 2,Siraha,Golbazar Urban Municipality,Ward Member,9,41,M,Communist Party of Nepal (Maoist Centre),366,Elected
1151,Province 2,Siraha,Golbazar Urban Municipality,Female Ward Member,9,64,F,Communist Party of Nepal (Maoist Centre),386,Elected
1152,Province 2,Siraha,Golbazar Urban Municipality,Dalit Female Ward Member,9,41,F,Communist Party of Nepal (Maoist Centre),386,Elected
1153,Province 2,Siraha,Golbazar Urban Municipality,Ward President,10,65,M,Communist Party of Nepal (Maoist Centre),319,Elected
1154,Province 2,Siraha,Golbazar Urban Municipality,Ward Member,10,36,M,Communist Party of Nepal (UML),305,Elected
1155,Province 2,Siraha,Golbazar Urban Municipality,Ward Member,10,65,M,Communist Party of Nepal (Maoist Centre),295,Elected
1156,Province 2,Siraha,Golbazar Urban Municipality,Female Ward Member,10,46,F,Communist Party of Nepal (Maoist Centre),316,Elected
1157,Province 2,Siraha,Golbazar Urban Municipality,Dalit Female Ward Member,10,50,F,Communist Party of Nepal (Maoist Centre),312,Elected
1158,Province 2,Siraha,Golbazar Urban Municipality,Ward President,11,46,M,Communist Party of Nepal (UML),459,Elected
1159,Province 2,Siraha,Golbazar Urban Municipality,Ward Member,11,60,M,Communist Party of Nepal (UML),454,Elected
1160,Province 2,Siraha,Golbazar Urban Municipality,Ward Member,11,33,M,Communist Party of Nepal (Maoist Centre),449,Elected
1161,Province 2,Siraha,Golbazar Urban Municipality,Female Ward Member,11,44,F,Communist Party of Nepal (Maoist Centre),464,Elected
1162,Province 2,Siraha,Golbazar Urban Municipality,Dalit Female Ward Member,11,40,F,Communist Party of Nepal (UML),464,Elected
1163,Province 2,Siraha,Golbazar Urban Municipality,Ward President,12,36,M,Communist Party of Nepal (UML),455,Elected
1164,Province 2,Siraha,Golbazar Urban Municipality,Ward Member,12,59,M,Communist Party of Nepal (UML),454,Elected
1165,Province 2,Siraha,Golbazar Urban Municipality,Ward Member,12,47,M,Communist Party of Nepal (UML),434,Elected
1166,Province 2,Siraha,Golbazar Urban Municipality,Female Ward Member,12,27,F,Communist Party of Nepal (UML),471,Elected
1167,Province 2,Siraha,Golbazar Urban Municipality,Dalit Female Ward Member,12,54,F,Communist Party of Nepal (UML),462,Elected
1168,Province 2,Siraha,Golbazar Urban Municipality,Ward President,13,61,M,Sanghiya Samajbadi Forum-Nepal (SSFN),"1,117",Elected
1169,Province 2,Siraha,Golbazar Urban Municipality,Ward Member,13,62,M,Sanghiya Samajbadi Forum-Nepal (SSFN),"1,001",Elected
1170,Province 2,Siraha,Golbazar Urban Municipality,Ward Member,13,46,M,Sanghiya Samajbadi Forum-Nepal (SSFN),999,Elected
1171,Province 2,Siraha,Golbazar Urban Municipality,Female Ward Member,13,40,F,Sanghiya Samajbadi Forum-Nepal (SSFN),"1,040",Elected
1172,Province 2,Siraha,Golbazar Urban Municipality,Dalit Female Ward Member,13,46,F,Sanghiya Samajbadi Forum-Nepal (SSFN),"1,057",Elected
1173,Province 2,Siraha,Dhangadimai Urban Municipality,Mayor,,45,M,Communist Party of Nepal (Maoist Centre),"5,683",Elected
1174,Province 2,Siraha,Dhangadimai Urban Municipality,Vice Mayor,,50,F,Communist Party of Nepal (Maoist Centre),"5,613",Elected
1175,Province 2,Siraha,Dhangadimai Urban Municipality,Ward President,1,42,M,Communist Party of Nepal (UML),502,Elected
1176,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,1,57,M,Nepali Congress,447,Elected
1177,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,1,59,M,Nepali Congress,443,Elected
1178,Province 2,Siraha,Dhangadimai Urban Municipality,Female Ward Member,1,58,F,Communist Party of Nepal (UML),456,Elected
1179,Province 2,Siraha,Dhangadimai Urban Municipality,Dalit Female Ward Member,1,44,F,Communist Party of Nepal (UML),454,Elected
1180,Province 2,Siraha,Dhangadimai Urban Municipality,Ward President,2,49,M,Communist Party of Nepal (UML),356,Elected
1181,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,2,54,M,Communist Party of Nepal (UML),336,Elected
1182,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,2,47,M,Communist Party of Nepal (UML),333,Elected
1183,Province 2,Siraha,Dhangadimai Urban Municipality,Female Ward Member,2,49,F,Communist Party of Nepal (UML),336,Elected
1184,Province 2,Siraha,Dhangadimai Urban Municipality,Dalit Female Ward Member,2,50,F,Communist Party of Nepal (UML),342,Elected
1185,Province 2,Siraha,Dhangadimai Urban Municipality,Ward President,3,33,M,Communist Party of Nepal (Maoist Centre),593,Elected
1186,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,3,64,M,Communist Party of Nepal (Maoist Centre),567,Elected
1187,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,3,41,F,Communist Party of Nepal (Maoist Centre),551,Elected
1188,Province 2,Siraha,Dhangadimai Urban Municipality,Female Ward Member,3,46,F,Communist Party of Nepal (Maoist Centre),580,Elected
1189,Province 2,Siraha,Dhangadimai Urban Municipality,Dalit Female Ward Member,3,40,F,Communist Party of Nepal (Maoist Centre),575,Elected
1190,Province 2,Siraha,Dhangadimai Urban Municipality,Ward President,4,53,M,Communist Party of Nepal (Maoist Centre),372,Elected
1191,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,4,40,M,Communist Party of Nepal (Maoist Centre),421,Elected
1192,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,4,45,M,Communist Party of Nepal (Maoist Centre),412,Elected
1193,Province 2,Siraha,Dhangadimai Urban Municipality,Female Ward Member,4,47,F,Communist Party of Nepal (Maoist Centre),395,Elected
1194,Province 2,Siraha,Dhangadimai Urban Municipality,Dalit Female Ward Member,4,47,F,Communist Party of Nepal (Maoist Centre),409,Elected
1195,Province 2,Siraha,Dhangadimai Urban Municipality,Ward President,5,53,M,Nepali Congress,426,Elected
1196,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,5,31,M,Nepali Congress,427,Elected
1197,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,5,48,M,Nepali Congress,420,Elected
1198,Province 2,Siraha,Dhangadimai Urban Municipality,Female Ward Member,5,45,F,Nepali Congress,439,Elected
1199,Province 2,Siraha,Dhangadimai Urban Municipality,Dalit Female Ward Member,5,37,F,Nepali Congress,424,Elected
1200,Province 2,Siraha,Dhangadimai Urban Municipality,Ward President,6,53,M,Communist Party of Nepal (UML),589,Elected
1201,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,6,43,M,Communist Party of Nepal (UML),530,Elected
1202,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,6,48,M,Communist Party of Nepal (UML),521,Elected
1203,Province 2,Siraha,Dhangadimai Urban Municipality,Female Ward Member,6,42,F,Communist Party of Nepal (UML),538,Elected
1204,Province 2,Siraha,Dhangadimai Urban Municipality,Dalit Female Ward Member,6,27,F,Communist Party of Nepal (UML),524,Elected
1205,Province 2,Siraha,Dhangadimai Urban Municipality,Ward President,7,46,M,Communist Party of Nepal (Maoist Centre),413,Elected
1206,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,7,46,M,Communist Party of Nepal (Maoist Centre),389,Elected
1207,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,7,28,M,Communist Party of Nepal (Maoist Centre),384,Elected
1208,Province 2,Siraha,Dhangadimai Urban Municipality,Female Ward Member,7,35,F,Communist Party of Nepal (Maoist Centre),399,Elected
1209,Province 2,Siraha,Dhangadimai Urban Municipality,Dalit Female Ward Member,7,44,F,Communist Party of Nepal (Maoist Centre),396,Elected
1210,Province 2,Siraha,Dhangadimai Urban Municipality,Ward President,8,64,M,Communist Party of Nepal (Maoist Centre),496,Elected
1211,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,8,42,M,Communist Party of Nepal (Maoist Centre),482,Elected
1212,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,8,57,F,Communist Party of Nepal (Maoist Centre),464,Elected
1213,Province 2,Siraha,Dhangadimai Urban Municipality,Female Ward Member,8,25,F,Communist Party of Nepal (Maoist Centre),492,Elected
1214,Province 2,Siraha,Dhangadimai Urban Municipality,Dalit Female Ward Member,8,34,F,Communist Party of Nepal (Maoist Centre),496,Elected
1215,Province 2,Siraha,Dhangadimai Urban Municipality,Ward President,9,37,M,Communist Party of Nepal (Maoist Centre),682,Elected
1216,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,9,34,M,Communist Party of Nepal (Maoist Centre),633,Elected
1217,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,9,48,M,Communist Party of Nepal (Maoist Centre),617,Elected
1218,Province 2,Siraha,Dhangadimai Urban Municipality,Female Ward Member,9,41,F,Communist Party of Nepal (Maoist Centre),659,Elected
1219,Province 2,Siraha,Dhangadimai Urban Municipality,Dalit Female Ward Member,9,40,F,Communist Party of Nepal (Maoist Centre),656,Elected
1220,Province 2,Siraha,Dhangadimai Urban Municipality,Ward President,10,34,M,Communist Party of Nepal (UML),330,Elected
1221,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,10,40,M,Communist Party of Nepal (UML),307,Elected
1222,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,10,28,M,Communist Party of Nepal (UML),290,Elected
1223,Province 2,Siraha,Dhangadimai Urban Municipality,Female Ward Member,10,56,F,Communist Party of Nepal (UML),326,Elected
1224,Province 2,Siraha,Dhangadimai Urban Municipality,Dalit Female Ward Member,10,40,F,Communist Party of Nepal (UML),303,Elected
1225,Province 2,Siraha,Dhangadimai Urban Municipality,Ward President,11,47,M,Communist Party of Nepal (UML),523,Elected
1226,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,11,48,M,Communist Party of Nepal (UML),569,Elected
1227,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,11,47,M,Communist Party of Nepal (UML),550,Elected
1228,Province 2,Siraha,Dhangadimai Urban Municipality,Female Ward Member,11,44,F,Communist Party of Nepal (UML),577,Elected
1229,Province 2,Siraha,Dhangadimai Urban Municipality,Dalit Female Ward Member,11,42,F,Communist Party of Nepal (UML),585,Elected
1230,Province 2,Siraha,Dhangadimai Urban Municipality,Ward President,12,41,M,Communist Party of Nepal (UML),724,Elected
1231,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,12,66,M,Communist Party of Nepal (UML),745,Elected
1232,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,12,40,M,Communist Party of Nepal (UML),729,Elected
1233,Province 2,Siraha,Dhangadimai Urban Municipality,Female Ward Member,12,63,F,Communist Party of Nepal (UML),726,Elected
1234,Province 2,Siraha,Dhangadimai Urban Municipality,Dalit Female Ward Member,12,41,F,Communist Party of Nepal (UML),745,Elected
1235,Province 2,Siraha,Dhangadimai Urban Municipality,Ward President,13,61,M,Communist Party of Nepal (Maoist Centre),820,Elected
1236,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,13,30,M,Communist Party of Nepal (Maoist Centre),793,Elected
1237,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,13,58,M,Communist Party of Nepal (Maoist Centre),792,Elected
1238,Province 2,Siraha,Dhangadimai Urban Municipality,Female Ward Member,13,44,F,Communist Party of Nepal (Maoist Centre),799,Elected
1239,Province 2,Siraha,Dhangadimai Urban Municipality,Dalit Female Ward Member,13,40,F,Communist Party of Nepal (Maoist Centre),805,Elected
1240,Province 2,Siraha,Dhangadimai Urban Municipality,Ward President,14,44,M,Communist Party of Nepal (UML),324,Elected
1241,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,14,58,M,Communist Party of Nepal (UML),320,Elected
1242,Province 2,Siraha,Dhangadimai Urban Municipality,Ward Member,14,50,M,Communist Party of Nepal (UML),314,Elected
1243,Province 2,Siraha,Dhangadimai Urban Municipality,Female Ward Member,14,54,F,Communist Party of Nepal (UML),323,Elected
1244,Province 2,Siraha,Dhangadimai Urban Municipality,Dalit Female Ward Member,14,40,F,Communist Party of Nepal (UML),325,Elected
1245,Province 2,Siraha,Naraha Rural Municipality,Mayor,,59,M,Communist Party of Nepal (UML),"1,656",Elected
1246,Province 2,Siraha,Naraha Rural Municipality,Vice-Mayor,,60,F,Communist Party of Nepal (UML),"1,855",Elected
1247,Province 2,Siraha,Naraha Rural Municipality,Ward President,1,48,M,Communist Party of Nepal (UML),605,Elected
1248,Province 2,Siraha,Naraha Rural Municipality,Ward Member,1,65,F,Communist Party of Nepal (UML),579,Elected
1249,Province 2,Siraha,Naraha Rural Municipality,Ward Member,1,57,M,Communist Party of Nepal (UML),573,Elected
1250,Province 2,Siraha,Naraha Rural Municipality,Female Ward Member,1,48,F,Communist Party of Nepal (UML),591,Elected
1251,Province 2,Siraha,Naraha Rural Municipality,Dalit Female Ward Member,1,36,F,Communist Party of Nepal (UML),588,Elected
1252,Province 2,Siraha,Naraha Rural Municipality,Ward President,2,58,M,Nepali Congress,240,Elected
1253,Province 2,Siraha,Naraha Rural Municipality,Ward Member,2,48,M,Nepali Congress,236,Elected
1254,Province 2,Siraha,Naraha Rural Municipality,Ward Member,2,67,M,Nepali Congress,235,Elected
1255,Province 2,Siraha,Naraha Rural Municipality,Female Ward Member,2,35,F,Nepali Congress,272,Elected
1256,Province 2,Siraha,Naraha Rural Municipality,Dalit Female Ward Member,2,41,F,Nepali Congress,234,Elected
1257,Province 2,Siraha,Naraha Rural Municipality,Ward President,3,36,M,"Rastriya Janata Party, Nepal",379,Elected
1258,Province 2,Siraha,Naraha Rural Municipality,Ward Member,3,50,M,"Rastriya Janata Party, Nepal",382,Elected
1259,Province 2,Siraha,Naraha Rural Municipality,Ward Member,3,58,M,"Rastriya Janata Party, Nepal",380,Elected
1260,Province 2,Siraha,Naraha Rural Municipality,Female Ward Member,3,42,F,"Rastriya Janata Party, Nepal",371,Elected
1261,Province 2,Siraha,Naraha Rural Municipality,Dalit Female Ward Member,3,34,F,"Rastriya Janata Party, Nepal",389,Elected
1262,Province 2,Siraha,Naraha Rural Municipality,Ward President,4,63,M,Communist Party of Nepal (UML),621,Elected
1263,Province 2,Siraha,Naraha Rural Municipality,Ward Member,4,53,M,Communist Party of Nepal (UML),472,Elected
1264,Province 2,Siraha,Naraha Rural Municipality,Ward Member,4,32,M,Communist Party of Nepal (UML),421,Elected
1265,Province 2,Siraha,Naraha Rural Municipality,Female Ward Member,4,27,F,Communist Party of Nepal (UML),493,Elected
1266,Province 2,Siraha,Naraha Rural Municipality,Dalit Female Ward Member,4,46,F,Communist Party of Nepal (UML),485,Elected
1267,Province 2,Siraha,Naraha Rural Municipality,Ward President,5,37,M,Communist Party of Nepal (Maoist Centre),578,Elected
1268,Province 2,Siraha,Naraha Rural Municipality,Ward Member,5,35,M,Communist Party of Nepal (Maoist Centre),443,Elected
1269,Province 2,Siraha,Naraha Rural Municipality,Ward Member,5,60,M,Communist Party of Nepal (Maoist Centre),425,Elected
1270,Province 2,Siraha,Naraha Rural Municipality,Female Ward Member,5,46,F,Communist Party of Nepal (Maoist Centre),438,Elected
